sequence,support_count,support
"<{1},{9},{18},{133},{143},{245},{253}>",10,0.384615
"<{1},{9},{18},{22},{118},{245},{253}>",10,0.384615
"<{1},{9},{18},{22},{132},{245},{253}>",11,0.423077
"<{1},{9},{18},{22},{26},{245},{253}>",10,0.384615
"<{1},{9},{22},{117},{143},{245},{253}>",11,0.423077
"<{1},{9},{22},{117},{245},{246},{253}>",10,0.384615
"<{1},{9},{22},{132},{133},{245},{253}>",10,0.384615
"<{1},{9},{22},{132},{143},{245},{253}>",11,0.423077
"<{1},{9},{22},{133},{143},{245},{253}>",10,0.384615
"<{1},{9},{22},{143},{245},{246},{253}>",10,0.384615
"<{1},{9},{22},{26},{117},{245},{253}>",11,0.423077
"<{1},{9},{22},{26},{132},{245},{253}>",10,0.384615
"<{1},{9},{22},{26},{143},{245},{253}>",10,0.384615
"<{1},{9},{23},{117},{143},{245},{253}>",10,0.384615
"<{1},{9},{26},{117},{133},{245},{253}>",10,0.384615
"<{1},{9},{26},{117},{245},{246},{253}>",11,0.423077
"<{1},{9},{26},{132},{133},{245},{253}>",10,0.384615
"<{1},{9},{26},{133},{245},{246},{253}>",10,0.384615
"<{1},{9},{26},{27},{117},{245},{253}>",10,0.384615
"<{1},{9},{27},{133},{245},{246},{253}>",10,0.384615
"<{17},{18},{113},{117},{133},{245},{253}>",10,0.384615
"<{17},{18},{117},{132},{133},{245},{253}>",10,0.384615
"<{17},{18},{117},{143},{245},{246},{253}>",10,0.384615
"<{17},{18},{132},{143},{245},{246},{253}>",10,0.384615
"<{17},{18},{133},{143},{245},{246},{253}>",10,0.384615
"<{17},{18},{22},{132},{245},{246},{253}>",10,0.384615
"<{17},{18},{22},{143},{245},{246},{253}>",11,0.423077
"<{17},{18},{22},{27},{117},{245},{253}>",10,0.384615
"<{17},{18},{22},{27},{133},{245},{253}>",11,0.423077
"<{17},{18},{22},{27},{245},{246},{253}>",10,0.384615
"<{17},{18},{26},{117},{245},{246},{253}>",10,0.384615
"<{17},{18},{26},{132},{133},{245},{253}>",10,0.384615
"<{17},{18},{26},{133},{143},{245},{253}>",10,0.384615
"<{17},{18},{26},{27},{117},{245},{253}>",10,0.384615
"<{17},{18},{27},{117},{133},{245},{253}>",10,0.384615
"<{17},{18},{27},{132},{133},{245},{253}>",10,0.384615
"<{17},{18},{27},{133},{143},{245},{253}>",10,0.384615
"<{17},{18},{27},{133},{245},{246},{253}>",10,0.384615
"<{17},{22},{117},{143},{245},{246},{253}>",10,0.384615
"<{17},{22},{26},{117},{245},{246},{253}>",10,0.384615
"<{17},{22},{26},{132},{133},{245},{253}>",10,0.384615
"<{17},{22},{26},{27},{117},{245},{253}>",10,0.384615
"<{17},{26},{114},{132},{143},{245},{253}>",11,0.423077
"<{18},{114},{117},{132},{143},{245},{253}>",10,0.384615
"<{18},{114},{132},{133},{143},{245},{253}>",10,0.384615
"<{18},{114},{132},{143},{245},{246},{253}>",10,0.384615
"<{18},{117},{132},{133},{143},{245},{253}>",10,0.384615
"<{18},{117},{132},{143},{245},{246},{253}>",10,0.384615
"<{18},{117},{133},{143},{245},{246},{253}>",10,0.384615
"<{18},{22},{117},{143},{245},{246},{253}>",10,0.384615
"<{18},{22},{132},{133},{245},{246},{253}>",10,0.384615
"<{18},{22},{132},{143},{245},{246},{253}>",10,0.384615
"<{18},{22},{133},{143},{245},{246},{253}>",10,0.384615
"<{18},{22},{26},{117},{245},{246},{253}>",10,0.384615
"<{18},{22},{26},{132},{133},{245},{253}>",10,0.384615
"<{18},{22},{26},{27},{117},{245},{253}>",10,0.384615
"<{18},{26},{114},{132},{143},{245},{253}>",10,0.384615
"<{18},{26},{117},{143},{245},{246},{253}>",10,0.384615
"<{18},{26},{27},{117},{143},{245},{253}>",10,0.384615
"<{18},{26},{27},{117},{245},{246},{253}>",10,0.384615
"<{18},{27},{117},{132},{143},{245},{253}>",10,0.384615
"<{22},{117},{132},{133},{143},{245},{253}>",10,0.384615
"<{22},{117},{133},{143},{245},{246},{253}>",10,0.384615
"<{22},{132},{133},{143},{245},{246},{253}>",10,0.384615
"<{26},{114},{132},{143},{245},{246},{253}>",11,0.423077
"<{26},{117},{133},{136},{245},{246},{253}>",10,0.384615
"<{26},{27},{114},{132},{143},{245},{253}>",11,0.423077
"<{26},{27},{117},{118},{245},{246},{253}>",10,0.384615
"<{26},{27},{118},{143},{245},{246},{253}>",10,0.384615
"<{27},{114},{132},{133},{143},{245},{253}>",10,0.384615
"<{4},{8},{9},{117},{133},{245},{253}>",10,0.384615
"<{4},{8},{9},{117},{143},{245},{253}>",10,0.384615
"<{4},{8},{9},{133},{245},{246},{253}>",10,0.384615
"<{4},{8},{9},{22},{117},{245},{253}>",11,0.423077
"<{4},{8},{9},{22},{118},{245},{253}>",10,0.384615
"<{4},{8},{9},{22},{133},{245},{253}>",10,0.384615
"<{4},{8},{9},{22},{143},{245},{253}>",10,0.384615
"<{4},{8},{9},{26},{117},{245},{253}>",11,0.423077
"<{4},{9},{17},{22},{118},{245},{253}>",10,0.384615
"<{4},{9},{22},{117},{118},{245},{253}>",10,0.384615
"<{4},{9},{22},{117},{143},{245},{253}>",10,0.384615
"<{4},{9},{22},{26},{117},{245},{253}>",10,0.384615
"<{4},{9},{26},{117},{143},{245},{253}>",10,0.384615
"<{8},{17},{18},{22},{26},{245},{253}>",10,0.384615
"<{8},{17},{18},{22},{27},{245},{253}>",10,0.384615
"<{8},{17},{22},{117},{143},{245},{253}>",10,0.384615
"<{8},{17},{22},{26},{117},{245},{253}>",10,0.384615
"<{8},{18},{113},{117},{133},{245},{253}>",10,0.384615
"<{8},{18},{117},{132},{143},{245},{253}>",10,0.384615
"<{8},{18},{117},{133},{143},{245},{253}>",10,0.384615
"<{8},{18},{117},{133},{245},{246},{253}>",10,0.384615
"<{8},{18},{132},{133},{143},{245},{253}>",10,0.384615
"<{8},{18},{22},{117},{133},{245},{253}>",10,0.384615
"<{8},{18},{22},{117},{143},{245},{253}>",10,0.384615
"<{8},{18},{22},{132},{133},{245},{253}>",11,0.423077
"<{8},{18},{22},{132},{245},{246},{253}>",10,0.384615
"<{8},{18},{22},{133},{143},{245},{253}>",11,0.423077
"<{8},{18},{22},{143},{245},{246},{253}>",10,0.384615
"<{8},{18},{22},{26},{117},{245},{253}>",10,0.384615
"<{8},{18},{22},{26},{132},{245},{253}>",10,0.384615
"<{8},{18},{22},{26},{133},{245},{253}>",10,0.384615
"<{8},{22},{117},{132},{143},{245},{253}>",10,0.384615
"<{8},{22},{132},{133},{143},{245},{253}>",10,0.384615
"<{8},{22},{26},{117},{132},{245},{253}>",10,0.384615
"<{8},{22},{26},{132},{143},{245},{253}>",10,0.384615
"<{8},{26},{117},{132},{133},{245},{253}>",10,0.384615
"<{8},{26},{117},{132},{245},{246},{253}>",10,0.384615
"<{8},{26},{117},{133},{143},{245},{253}>",10,0.384615
"<{8},{26},{132},{133},{143},{245},{253}>",11,0.423077
"<{8},{26},{132},{133},{245},{246},{253}>",10,0.384615
"<{8},{26},{132},{143},{245},{246},{253}>",11,0.423077
"<{8},{26},{27},{117},{132},{245},{253}>",10,0.384615
"<{8},{26},{27},{117},{133},{245},{253}>",10,0.384615
"<{8},{26},{27},{117},{143},{245},{253}>",11,0.423077
"<{8},{26},{27},{118},{245},{246},{253}>",10,0.384615
"<{8},{26},{27},{132},{143},{245},{253}>",11,0.423077
"<{8},{26},{27},{132},{245},{246},{253}>",10,0.384615
"<{8},{26},{27},{133},{245},{246},{253}>",10,0.384615
"<{8},{26},{27},{143},{245},{246},{253}>",11,0.423077
"<{8},{27},{114},{132},{143},{245},{253}>",10,0.384615
"<{8},{27},{117},{133},{245},{246},{253}>",10,0.384615
"<{8},{27},{117},{143},{245},{246},{253}>",10,0.384615
"<{8},{9},{113},{118},{133},{245},{253}>",10,0.384615
"<{8},{9},{117},{133},{143},{245},{253}>",10,0.384615
"<{8},{9},{132},{133},{143},{245},{253}>",10,0.384615
"<{8},{9},{132},{133},{245},{246},{253}>",10,0.384615
"<{8},{9},{132},{143},{245},{246},{253}>",10,0.384615
"<{8},{9},{133},{143},{245},{246},{253}>",10,0.384615
"<{8},{9},{17},{22},{26},{245},{253}>",11,0.423077
"<{8},{9},{17},{22},{27},{245},{253}>",10,0.384615
"<{8},{9},{18},{117},{133},{245},{253}>",10,0.384615
"<{8},{9},{18},{117},{143},{245},{253}>",10,0.384615
"<{8},{9},{18},{117},{245},{246},{253}>",10,0.384615
"<{8},{9},{18},{132},{133},{245},{253}>",10,0.384615
"<{8},{9},{18},{132},{245},{246},{253}>",10,0.384615
"<{8},{9},{18},{133},{143},{245},{253}>",10,0.384615
"<{8},{9},{18},{136},{245},{246},{253}>",10,0.384615
"<{8},{9},{18},{143},{245},{246},{253}>",10,0.384615
"<{8},{9},{18},{22},{136},{245},{253}>",10,0.384615
"<{8},{9},{18},{22},{26},{245},{253}>",10,0.384615
"<{8},{9},{22},{117},{118},{245},{253}>",10,0.384615
"<{8},{9},{22},{117},{132},{245},{253}>",10,0.384615
"<{8},{9},{22},{117},{133},{245},{253}>",10,0.384615
"<{8},{9},{22},{117},{245},{246},{253}>",11,0.423077
"<{8},{9},{22},{118},{133},{245},{253}>",10,0.384615
"<{8},{9},{22},{118},{143},{245},{253}>",11,0.423077
"<{8},{9},{22},{118},{245},{246},{253}>",11,0.423077
"<{8},{9},{22},{132},{133},{245},{253}>",11,0.423077
"<{8},{9},{22},{132},{245},{246},{253}>",11,0.423077
"<{8},{9},{22},{133},{143},{245},{253}>",11,0.423077
"<{8},{9},{22},{136},{245},{246},{253}>",10,0.384615
"<{8},{9},{22},{143},{245},{246},{253}>",12,0.461538
"<{8},{9},{22},{26},{132},{245},{253}>",11,0.423077
"<{8},{9},{22},{26},{133},{245},{253}>",10,0.384615
"<{8},{9},{22},{26},{245},{246},{253}>",10,0.384615
"<{8},{9},{22},{27},{143},{245},{253}>",10,0.384615
"<{8},{9},{22},{27},{245},{246},{253}>",10,0.384615
"<{8},{9},{23},{117},{143},{245},{253}>",10,0.384615
"<{8},{9},{26},{117},{118},{245},{253}>",10,0.384615
"<{8},{9},{26},{132},{133},{245},{253}>",11,0.423077
"<{8},{9},{26},{132},{136},{245},{253}>",10,0.384615
"<{8},{9},{26},{132},{245},{246},{253}>",11,0.423077
"<{8},{9},{26},{133},{136},{245},{253}>",10,0.384615
"<{8},{9},{26},{133},{143},{245},{253}>",10,0.384615
"<{8},{9},{26},{136},{245},{246},{253}>",11,0.423077
"<{8},{9},{26},{27},{143},{245},{253}>",10,0.384615
"<{8},{9},{27},{132},{133},{245},{253}>",10,0.384615
"<{8},{9},{27},{132},{143},{245},{253}>",10,0.384615
"<{8},{9},{27},{132},{245},{246},{253}>",10,0.384615
"<{8},{9},{27},{133},{245},{246},{253}>",11,0.423077
"<{8},{9},{27},{143},{245},{246},{253}>",10,0.384615
"<{8},{9},{53},{117},{133},{245},{253}>",10,0.384615
"<{1},{17},{18},{114},{132},{143},{245},{253}>",10,0.384615
"<{1},{17},{18},{22},{117},{133},{245},{253}>",10,0.384615
"<{1},{17},{18},{22},{117},{143},{245},{253}>",10,0.384615
"<{1},{17},{18},{22},{132},{143},{245},{253}>",10,0.384615
"<{1},{17},{18},{22},{133},{143},{245},{253}>",10,0.384615
"<{1},{17},{18},{22},{26},{117},{245},{253}>",10,0.384615
"<{1},{26},{114},{117},{132},{143},{245},{253}>",10,0.384615
"<{1},{26},{114},{132},{133},{143},{245},{253}>",10,0.384615
"<{1},{9},{17},{18},{22},{117},{245},{253}>",10,0.384615
"<{1},{9},{17},{18},{22},{133},{245},{253}>",10,0.384615
"<{1},{9},{17},{18},{22},{143},{245},{253}>",10,0.384615
"<{1},{9},{18},{22},{133},{245},{246},{253}>",10,0.384615
"<{1},{9},{26},{114},{132},{143},{245},{253}>",10,0.384615
"<{1},{9},{26},{117},{132},{143},{245},{253}>",10,0.384615
"<{17},{18},{22},{114},{132},{143},{245},{253}>",11,0.423077
"<{17},{18},{22},{117},{132},{143},{245},{253}>",10,0.384615
"<{17},{18},{22},{117},{133},{143},{245},{253}>",10,0.384615
"<{17},{18},{22},{117},{133},{245},{246},{253}>",10,0.384615
"<{17},{18},{22},{132},{133},{143},{245},{253}>",10,0.384615
"<{17},{18},{22},{26},{117},{132},{245},{253}>",10,0.384615
"<{17},{18},{22},{26},{117},{133},{245},{253}>",10,0.384615
"<{17},{18},{22},{26},{117},{143},{245},{253}>",10,0.384615
"<{17},{18},{22},{26},{132},{143},{245},{253}>",10,0.384615
"<{17},{18},{22},{27},{132},{143},{245},{253}>",10,0.384615
"<{17},{18},{26},{117},{132},{143},{245},{253}>",10,0.384615
"<{17},{18},{27},{114},{132},{143},{245},{253}>",10,0.384615
"<{17},{22},{26},{117},{132},{143},{245},{253}>",10,0.384615
"<{18},{22},{26},{117},{132},{143},{245},{253}>",10,0.384615
"<{26},{117},{132},{133},{143},{245},{246},{253}>",10,0.384615
"<{26},{27},{117},{132},{133},{143},{245},{253}>",10,0.384615
"<{26},{27},{117},{132},{133},{245},{246},{253}>",10,0.384615
"<{26},{27},{117},{132},{143},{245},{246},{253}>",10,0.384615
"<{26},{27},{117},{133},{143},{245},{246},{253}>",11,0.423077
"<{26},{27},{132},{133},{143},{245},{246},{253}>",10,0.384615
"<{8},{17},{18},{22},{132},{143},{245},{253}>",10,0.384615
"<{8},{18},{22},{114},{132},{143},{245},{253}>",10,0.384615
"<{8},{9},{17},{18},{22},{117},{245},{253}>",10,0.384615
"<{8},{9},{17},{18},{22},{118},{245},{253}>",10,0.384615
"<{8},{9},{17},{18},{22},{132},{245},{253}>",10,0.384615
"<{8},{9},{17},{18},{22},{133},{245},{253}>",10,0.384615
"<{8},{9},{17},{18},{22},{143},{245},{253}>",11,0.423077
"<{8},{9},{17},{18},{22},{245},{246},{253}>",10,0.384615
"<{8},{9},{18},{114},{132},{143},{245},{253}>",10,0.384615
"<{8},{9},{18},{22},{132},{143},{245},{253}>",10,0.384615
"<{8},{9},{18},{22},{133},{245},{246},{253}>",10,0.384615
"<{8},{9},{22},{114},{132},{143},{245},{253}>",10,0.384615
"<{8},{9},{22},{26},{117},{143},{245},{253}>",10,0.384615
"<{8},{9},{26},{114},{132},{143},{245},{253}>",11,0.423077
"<{8},{9},{26},{117},{132},{143},{245},{253}>",11,0.423077
"<{8},{9},{26},{117},{133},{245},{246},{253}>",10,0.384615
"<{8},{9},{26},{117},{143},{245},{246},{253}>",10,0.384615
"<{8},{9},{26},{27},{117},{245},{246},{253}>",10,0.384615
