sequence,support_count,support
"<{1},{9},{18}>",226,0.309589
"<{1},{9},{245}>",263,0.360274
"<{1},{9},{246}>",211,0.289041
"<{1},{9},{253}>",343,0.469863
"<{1},{9},{26}>",231,0.316438
"<{1},{9},{35}>",233,0.319178
"<{1},{9},{36}>",213,0.291781
"<{10},{110},{117}>",200,0.273973
"<{10},{117},{118}>",217,0.297260
"<{10},{117},{143}>",316,0.432877
"<{10},{117},{144}>",200,0.273973
"<{10},{117},{245}>",251,0.343836
"<{10},{117},{253}>",309,0.423288
"<{10},{118},{143}>",222,0.304110
"<{10},{118},{253}>",226,0.309589
"<{10},{139},{143}>",211,0.289041
"<{10},{143},{144}>",241,0.330137
"<{10},{143},{245}>",288,0.394521
"<{10},{143},{246}>",209,0.286301
"<{10},{143},{253}>",351,0.480822
"<{10},{144},{245}>",206,0.282192
"<{10},{144},{253}>",232,0.317808
"<{10},{17},{117}>",231,0.316438
"<{10},{17},{143}>",249,0.341096
"<{10},{17},{245}>",206,0.282192
"<{10},{17},{253}>",266,0.364384
"<{10},{17},{26}>",204,0.279452
"<{10},{17},{35}>",221,0.302740
"<{10},{18},{253}>",201,0.275342
"<{10},{245},{253}>",313,0.428767
"<{10},{246},{253}>",242,0.331507
"<{10},{26},{117}>",201,0.275342
"<{10},{26},{143}>",219,0.300000
"<{10},{26},{253}>",242,0.331507
"<{10},{35},{117}>",218,0.298630
"<{10},{35},{143}>",240,0.328767
"<{10},{35},{253}>",261,0.357534
"<{10},{36},{143}>",218,0.298630
"<{10},{36},{253}>",230,0.315068
"<{10},{78},{253}>",203,0.278082
"<{11},{117},{143}>",254,0.347945
"<{11},{117},{245}>",207,0.283562
"<{11},{117},{253}>",250,0.342466
"<{11},{143},{144}>",218,0.298630
"<{11},{143},{245}>",241,0.330137
"<{11},{143},{253}>",289,0.395890
"<{11},{144},{253}>",210,0.287671
"<{11},{245},{253}>",264,0.361644
"<{11},{246},{253}>",215,0.294521
"<{110},{117},{118}>",257,0.352055
"<{110},{117},{139}>",272,0.372603
"<{110},{117},{143}>",318,0.435616
"<{110},{117},{144}>",235,0.321918
"<{110},{117},{245}>",266,0.364384
"<{110},{117},{253}>",304,0.416438
"<{110},{118},{139}>",239,0.327397
"<{110},{118},{143}>",264,0.361644
"<{110},{118},{144}>",232,0.317808
"<{110},{118},{245}>",238,0.326027
"<{110},{118},{253}>",261,0.357534
"<{110},{139},{143}>",295,0.404110
"<{110},{139},{144}>",220,0.301370
"<{110},{139},{245}>",248,0.339726
"<{110},{139},{253}>",271,0.371233
"<{110},{143},{144}>",248,0.339726
"<{110},{143},{245}>",277,0.379452
"<{110},{143},{253}>",313,0.428767
"<{110},{144},{245}>",211,0.289041
"<{110},{144},{253}>",233,0.319178
"<{110},{245},{253}>",267,0.365753
"<{113},{117},{133}>",213,0.291781
"<{113},{117},{143}>",263,0.360274
"<{113},{117},{253}>",257,0.352055
"<{113},{133},{143}>",223,0.305479
"<{113},{133},{253}>",231,0.316438
"<{113},{143},{245}>",208,0.284932
"<{113},{143},{253}>",275,0.376712
"<{113},{245},{253}>",209,0.286301
"<{117},{118},{139}>",238,0.326027
"<{117},{118},{143}>",351,0.480822
"<{117},{118},{144}>",288,0.394521
"<{117},{118},{245}>",298,0.408219
"<{117},{118},{246}>",229,0.313699
"<{117},{118},{253}>",344,0.471233
"<{117},{132},{143}>",230,0.315068
"<{117},{132},{253}>",224,0.306849
"<{117},{133},{143}>",267,0.365753
"<{117},{133},{253}>",255,0.349315
"<{117},{139},{143}>",300,0.410959
"<{117},{139},{144}>",223,0.305479
"<{117},{139},{245}>",239,0.327397
"<{117},{139},{253}>",267,0.365753
"<{117},{143},{144}>",346,0.473973
"<{117},{143},{149}>",226,0.309589
"<{117},{143},{245}>",389,0.532877
"<{117},{143},{246}>",291,0.398630
"<{117},{143},{253}>",475,0.650685
"<{117},{144},{245}>",268,0.367123
"<{117},{144},{246}>",202,0.276712
"<{117},{144},{253}>",316,0.432877
"<{117},{149},{253}>",208,0.284932
"<{117},{245},{246}>",212,0.290411
"<{117},{245},{253}>",373,0.510959
"<{117},{246},{253}>",297,0.406849
"<{118},{132},{143}>",205,0.280822
"<{118},{139},{143}>",257,0.352055
"<{118},{139},{144}>",222,0.304110
"<{118},{139},{245}>",215,0.294521
"<{118},{139},{253}>",232,0.317808
"<{118},{143},{144}>",308,0.421918
"<{118},{143},{245}>",309,0.423288
"<{118},{143},{246}>",224,0.306849
"<{118},{143},{253}>",351,0.480822
"<{118},{144},{245}>",257,0.352055
"<{118},{144},{253}>",290,0.397260
"<{118},{245},{253}>",307,0.420548
"<{118},{246},{253}>",233,0.319178
"<{13},{117},{143}>",263,0.360274
"<{13},{117},{245}>",221,0.302740
"<{13},{117},{253}>",254,0.347945
"<{13},{143},{144}>",223,0.305479
"<{13},{143},{245}>",265,0.363014
"<{13},{143},{253}>",308,0.421918
"<{13},{144},{253}>",213,0.291781
"<{13},{17},{117}>",209,0.286301
"<{13},{17},{143}>",229,0.313699
"<{13},{17},{245}>",218,0.298630
"<{13},{17},{253}>",250,0.342466
"<{13},{17},{35}>",203,0.278082
"<{13},{245},{253}>",293,0.401370
"<{13},{246},{253}>",221,0.302740
"<{13},{26},{143}>",201,0.275342
"<{13},{26},{253}>",224,0.306849
"<{13},{35},{143}>",206,0.282192
"<{13},{35},{253}>",231,0.316438
"<{13},{36},{253}>",210,0.287671
"<{132},{143},{144}>",213,0.291781
"<{132},{143},{245}>",232,0.317808
"<{132},{143},{253}>",267,0.365753
"<{132},{144},{253}>",206,0.282192
"<{132},{245},{253}>",232,0.317808
"<{133},{143},{245}>",208,0.284932
"<{133},{143},{253}>",277,0.379452
"<{133},{245},{253}>",209,0.286301
"<{139},{143},{144}>",237,0.324658
"<{139},{143},{245}>",257,0.352055
"<{139},{143},{253}>",285,0.390411
"<{139},{144},{253}>",216,0.295890
"<{139},{245},{253}>",229,0.313699
"<{14},{117},{143}>",227,0.310959
"<{14},{117},{253}>",218,0.298630
"<{14},{143},{245}>",221,0.302740
"<{14},{143},{253}>",257,0.352055
"<{14},{245},{253}>",245,0.335616
"<{143},{144},{245}>",307,0.420548
"<{143},{144},{246}>",232,0.317808
"<{143},{144},{253}>",365,0.500000
"<{143},{149},{253}>",216,0.295890
"<{143},{245},{246}>",225,0.308219
"<{143},{245},{253}>",407,0.557534
"<{143},{246},{253}>",325,0.445205
"<{144},{245},{253}>",287,0.393151
"<{144},{246},{253}>",233,0.319178
"<{15},{143},{245}>",213,0.291781
"<{15},{143},{253}>",240,0.328767
"<{15},{245},{253}>",236,0.323288
"<{16},{143},{253}>",201,0.275342
"<{17},{1},{143}>",203,0.278082
"<{17},{1},{253}>",218,0.298630
"<{17},{110},{117}>",281,0.384932
"<{17},{110},{118}>",231,0.316438
"<{17},{110},{139}>",247,0.338356
"<{17},{110},{143}>",284,0.389041
"<{17},{110},{144}>",211,0.289041
"<{17},{110},{245}>",247,0.338356
"<{17},{110},{253}>",275,0.376712
"<{17},{113},{117}>",244,0.334247
"<{17},{113},{133}>",210,0.287671
"<{17},{113},{143}>",258,0.353425
"<{17},{113},{245}>",203,0.278082
"<{17},{113},{253}>",264,0.361644
"<{17},{117},{118}>",311,0.426027
"<{17},{117},{133}>",239,0.327397
"<{17},{117},{139}>",252,0.345205
"<{17},{117},{143}>",446,0.610959
"<{17},{117},{144}>",295,0.404110
"<{17},{117},{149}>",211,0.289041
"<{17},{117},{245}>",362,0.495890
"<{17},{117},{246}>",262,0.358904
"<{17},{117},{253}>",437,0.598630
"<{17},{118},{139}>",214,0.293151
"<{17},{118},{143}>",313,0.428767
"<{17},{118},{144}>",264,0.361644
"<{17},{118},{245}>",283,0.387671
"<{17},{118},{246}>",202,0.276712
"<{17},{118},{253}>",313,0.428767
"<{17},{132},{143}>",226,0.309589
"<{17},{132},{245}>",207,0.283562
"<{17},{132},{253}>",231,0.316438
"<{17},{133},{143}>",259,0.354795
"<{17},{133},{245}>",201,0.275342
"<{17},{133},{253}>",262,0.358904
"<{17},{139},{143}>",273,0.373973
"<{17},{139},{144}>",205,0.280822
"<{17},{139},{245}>",225,0.308219
"<{17},{139},{253}>",244,0.334247
"<{17},{143},{144}>",344,0.471233
"<{17},{143},{149}>",222,0.304110
"<{17},{143},{245}>",396,0.542466
"<{17},{143},{246}>",288,0.394521
"<{17},{143},{253}>",484,0.663014
"<{17},{144},{245}>",282,0.386301
"<{17},{144},{246}>",209,0.286301
"<{17},{144},{253}>",326,0.446575
"<{17},{149},{253}>",215,0.294521
"<{17},{18},{117}>",291,0.398630
"<{17},{18},{118}>",230,0.315068
"<{17},{18},{143}>",338,0.463014
"<{17},{18},{144}>",251,0.343836
"<{17},{18},{245}>",309,0.423288
"<{17},{18},{246}>",223,0.305479
"<{17},{18},{253}>",370,0.506849
"<{17},{18},{26}>",247,0.338356
"<{17},{18},{27}>",235,0.321918
"<{17},{18},{35}>",255,0.349315
"<{17},{18},{36}>",218,0.298630
"<{17},{19},{253}>",242,0.331507
"<{17},{20},{253}>",238,0.326027
"<{17},{22},{143}>",230,0.315068
"<{17},{22},{245}>",233,0.319178
"<{17},{22},{253}>",291,0.398630
"<{17},{22},{26}>",200,0.273973
"<{17},{23},{253}>",252,0.345205
"<{17},{245},{246}>",241,0.330137
"<{17},{245},{253}>",418,0.572603
"<{17},{246},{253}>",328,0.449315
"<{17},{26},{110}>",222,0.304110
"<{17},{26},{117}>",328,0.449315
"<{17},{26},{118}>",245,0.335616
"<{17},{26},{143}>",360,0.493151
"<{17},{26},{144}>",257,0.352055
"<{17},{26},{245}>",328,0.449315
"<{17},{26},{246}>",249,0.341096
"<{17},{26},{253}>",394,0.539726
"<{17},{26},{27}>",268,0.367123
"<{17},{26},{31}>",207,0.283562
"<{17},{26},{35}>",294,0.402740
"<{17},{26},{36}>",227,0.310959
"<{17},{26},{78}>",213,0.291781
"<{17},{27},{117}>",229,0.313699
"<{17},{27},{143}>",266,0.364384
"<{17},{27},{144}>",202,0.276712
"<{17},{27},{245}>",256,0.350685
"<{17},{27},{253}>",297,0.406849
"<{17},{28},{143}>",213,0.291781
"<{17},{28},{253}>",249,0.341096
"<{17},{29},{253}>",202,0.276712
"<{17},{31},{143}>",208,0.284932
"<{17},{31},{253}>",254,0.347945
"<{17},{35},{110}>",222,0.304110
"<{17},{35},{117}>",329,0.450685
"<{17},{35},{118}>",240,0.328767
"<{17},{35},{143}>",369,0.505479
"<{17},{35},{144}>",248,0.339726
"<{17},{35},{245}>",310,0.424658
"<{17},{35},{246}>",240,0.328767
"<{17},{35},{253}>",399,0.546575
"<{17},{35},{36}>",272,0.372603
"<{17},{35},{78}>",227,0.310959
"<{17},{35},{79}>",205,0.280822
"<{17},{36},{117}>",256,0.350685
"<{17},{36},{143}>",298,0.408219
"<{17},{36},{144}>",205,0.280822
"<{17},{36},{245}>",258,0.353425
"<{17},{36},{253}>",316,0.432877
"<{17},{41},{253}>",206,0.282192
"<{17},{78},{117}>",231,0.316438
"<{17},{78},{143}>",259,0.354795
"<{17},{78},{245}>",202,0.276712
"<{17},{78},{253}>",279,0.382192
"<{17},{78},{79}>",229,0.313699
"<{17},{79},{117}>",209,0.286301
"<{17},{79},{143}>",234,0.320548
"<{17},{79},{253}>",250,0.342466
"<{18},{110},{117}>",214,0.293151
"<{18},{110},{143}>",223,0.305479
"<{18},{110},{253}>",222,0.304110
"<{18},{113},{143}>",201,0.275342
"<{18},{113},{253}>",200,0.273973
"<{18},{117},{118}>",255,0.349315
"<{18},{117},{143}>",350,0.479452
"<{18},{117},{144}>",241,0.330137
"<{18},{117},{245}>",281,0.384932
"<{18},{117},{246}>",201,0.275342
"<{18},{117},{253}>",340,0.465753
"<{18},{118},{143}>",265,0.363014
"<{18},{118},{144}>",220,0.301370
"<{18},{118},{245}>",232,0.317808
"<{18},{118},{253}>",260,0.356164
"<{18},{132},{143}>",215,0.294521
"<{18},{132},{253}>",215,0.294521
"<{18},{133},{143}>",207,0.283562
"<{18},{133},{253}>",206,0.282192
"<{18},{139},{143}>",216,0.295890
"<{18},{139},{253}>",200,0.273973
"<{18},{143},{144}>",286,0.391781
"<{18},{143},{245}>",324,0.443836
"<{18},{143},{246}>",235,0.321918
"<{18},{143},{253}>",392,0.536986
"<{18},{144},{245}>",238,0.326027
"<{18},{144},{253}>",276,0.378082
"<{18},{22},{253}>",223,0.305479
"<{18},{245},{253}>",338,0.463014
"<{18},{246},{253}>",265,0.363014
"<{18},{26},{117}>",225,0.308219
"<{18},{26},{143}>",257,0.352055
"<{18},{26},{245}>",232,0.317808
"<{18},{26},{253}>",281,0.384932
"<{18},{26},{27}>",200,0.273973
"<{18},{27},{143}>",222,0.304110
"<{18},{27},{245}>",211,0.289041
"<{18},{27},{253}>",248,0.339726
"<{18},{35},{117}>",228,0.312329
"<{18},{35},{143}>",268,0.367123
"<{18},{35},{245}>",225,0.308219
"<{18},{35},{253}>",284,0.389041
"<{18},{35},{36}>",206,0.282192
"<{18},{36},{117}>",200,0.273973
"<{18},{36},{143}>",233,0.319178
"<{18},{36},{245}>",200,0.273973
"<{18},{36},{253}>",245,0.335616
"<{19},{117},{143}>",206,0.282192
"<{19},{143},{245}>",206,0.282192
"<{19},{143},{253}>",239,0.327397
"<{19},{245},{253}>",224,0.306849
"<{2},{117},{143}>",207,0.283562
"<{2},{117},{253}>",208,0.284932
"<{2},{143},{245}>",224,0.306849
"<{2},{143},{253}>",261,0.357534
"<{2},{17},{253}>",203,0.278082
"<{2},{245},{253}>",245,0.335616
"<{2},{26},{253}>",203,0.278082
"<{2},{8},{253}>",211,0.289041
"<{2},{9},{253}>",204,0.279452
"<{20},{117},{143}>",226,0.309589
"<{20},{117},{253}>",218,0.298630
"<{20},{143},{245}>",215,0.294521
"<{20},{143},{253}>",255,0.349315
"<{20},{245},{253}>",238,0.326027
"<{22},{117},{143}>",260,0.356164
"<{22},{117},{245}>",216,0.295890
"<{22},{117},{253}>",265,0.363014
"<{22},{118},{253}>",204,0.279452
"<{22},{143},{144}>",221,0.302740
"<{22},{143},{245}>",258,0.353425
"<{22},{143},{253}>",316,0.432877
"<{22},{144},{253}>",220,0.301370
"<{22},{245},{253}>",287,0.393151
"<{22},{246},{253}>",243,0.332877
"<{22},{26},{117}>",204,0.279452
"<{22},{26},{143}>",231,0.316438
"<{22},{26},{245}>",211,0.289041
"<{22},{26},{253}>",262,0.358904
"<{22},{35},{253}>",213,0.291781
"<{23},{117},{143}>",222,0.304110
"<{23},{117},{253}>",220,0.301370
"<{23},{143},{245}>",225,0.308219
"<{23},{143},{253}>",257,0.352055
"<{23},{245},{253}>",248,0.339726
"<{23},{246},{253}>",203,0.278082
"<{245},{246},{253}>",257,0.352055
"<{26},{110},{117}>",266,0.364384
"<{26},{110},{118}>",228,0.312329
"<{26},{110},{139}>",237,0.324658
"<{26},{110},{143}>",270,0.369863
"<{26},{110},{144}>",209,0.286301
"<{26},{110},{245}>",237,0.324658
"<{26},{110},{253}>",263,0.360274
"<{26},{113},{143}>",208,0.284932
"<{26},{113},{253}>",215,0.294521
"<{26},{117},{118}>",297,0.406849
"<{26},{117},{133}>",205,0.280822
"<{26},{117},{139}>",240,0.328767
"<{26},{117},{143}>",398,0.545205
"<{26},{117},{144}>",285,0.390411
"<{26},{117},{245}>",335,0.458904
"<{26},{117},{246}>",260,0.356164
"<{26},{117},{253}>",395,0.541096
"<{26},{118},{139}>",210,0.287671
"<{26},{118},{143}>",298,0.408219
"<{26},{118},{144}>",258,0.353425
"<{26},{118},{245}>",273,0.373973
"<{26},{118},{246}>",209,0.286301
"<{26},{118},{253}>",303,0.415068
"<{26},{132},{143}>",231,0.316438
"<{26},{132},{245}>",204,0.279452
"<{26},{132},{253}>",236,0.323288
"<{26},{133},{143}>",222,0.304110
"<{26},{133},{253}>",224,0.306849
"<{26},{139},{143}>",257,0.352055
"<{26},{139},{245}>",213,0.291781
"<{26},{139},{253}>",230,0.315068
"<{26},{143},{144}>",333,0.456164
"<{26},{143},{245}>",363,0.497260
"<{26},{143},{246}>",285,0.390411
"<{26},{143},{253}>",441,0.604110
"<{26},{144},{245}>",273,0.373973
"<{26},{144},{246}>",219,0.300000
"<{26},{144},{253}>",317,0.434247
"<{26},{245},{246}>",233,0.319178
"<{26},{245},{253}>",383,0.524658
"<{26},{246},{253}>",325,0.445205
"<{26},{27},{117}>",263,0.360274
"<{26},{27},{143}>",298,0.408219
"<{26},{27},{144}>",229,0.313699
"<{26},{27},{245}>",272,0.372603
"<{26},{27},{246}>",214,0.293151
"<{26},{27},{253}>",326,0.446575
"<{26},{31},{253}>",226,0.309589
"<{26},{35},{117}>",271,0.371233
"<{26},{35},{118}>",216,0.295890
"<{26},{35},{143}>",310,0.424658
"<{26},{35},{144}>",228,0.312329
"<{26},{35},{245}>",267,0.365753
"<{26},{35},{246}>",231,0.316438
"<{26},{35},{253}>",341,0.467123
"<{26},{35},{36}>",228,0.312329
"<{26},{36},{117}>",213,0.291781
"<{26},{36},{143}>",253,0.346575
"<{26},{36},{245}>",223,0.305479
"<{26},{36},{253}>",273,0.373973
"<{26},{41},{253}>",200,0.273973
"<{26},{78},{117}>",207,0.283562
"<{26},{78},{143}>",236,0.323288
"<{26},{78},{253}>",257,0.352055
"<{26},{78},{79}>",213,0.291781
"<{26},{79},{143}>",204,0.279452
"<{26},{79},{253}>",222,0.304110
"<{27},{110},{143}>",208,0.284932
"<{27},{110},{253}>",204,0.279452
"<{27},{117},{118}>",225,0.308219
"<{27},{117},{143}>",311,0.426027
"<{27},{117},{144}>",230,0.315068
"<{27},{117},{245}>",262,0.358904
"<{27},{117},{253}>",307,0.420548
"<{27},{118},{143}>",239,0.327397
"<{27},{118},{144}>",210,0.287671
"<{27},{118},{245}>",217,0.297260
"<{27},{118},{253}>",240,0.328767
"<{27},{132},{143}>",217,0.297260
"<{27},{132},{253}>",220,0.301370
"<{27},{139},{143}>",208,0.284932
"<{27},{143},{144}>",281,0.384932
"<{27},{143},{245}>",304,0.416438
"<{27},{143},{246}>",222,0.304110
"<{27},{143},{253}>",358,0.490411
"<{27},{144},{245}>",239,0.327397
"<{27},{144},{253}>",278,0.380822
"<{27},{245},{253}>",323,0.442466
"<{27},{246},{253}>",255,0.349315
"<{27},{35},{143}>",213,0.291781
"<{27},{35},{253}>",234,0.320548
"<{27},{36},{253}>",213,0.291781
"<{28},{117},{143}>",246,0.336986
"<{28},{117},{253}>",250,0.342466
"<{28},{143},{144}>",200,0.273973
"<{28},{143},{245}>",210,0.287671
"<{28},{143},{253}>",295,0.404110
"<{28},{245},{253}>",230,0.315068
"<{28},{246},{253}>",204,0.279452
"<{28},{35},{143}>",200,0.273973
"<{28},{35},{253}>",219,0.300000
"<{28},{36},{253}>",202,0.276712
"<{29},{143},{253}>",212,0.290411
"<{31},{117},{143}>",221,0.302740
"<{31},{117},{253}>",213,0.291781
"<{31},{143},{245}>",213,0.291781
"<{31},{143},{253}>",256,0.350685
"<{31},{245},{253}>",231,0.316438
"<{31},{246},{253}>",211,0.289041
"<{32},{143},{253}>",201,0.275342
"<{35},{110},{117}>",265,0.363014
"<{35},{110},{118}>",228,0.312329
"<{35},{110},{139}>",236,0.323288
"<{35},{110},{143}>",274,0.375342
"<{35},{110},{245}>",230,0.315068
"<{35},{110},{253}>",265,0.363014
"<{35},{113},{117}>",217,0.297260
"<{35},{113},{143}>",231,0.316438
"<{35},{113},{253}>",234,0.320548
"<{35},{117},{118}>",289,0.395890
"<{35},{117},{133}>",216,0.295890
"<{35},{117},{139}>",236,0.323288
"<{35},{117},{143}>",396,0.542466
"<{35},{117},{144}>",263,0.360274
"<{35},{117},{245}>",304,0.416438
"<{35},{117},{246}>",232,0.317808
"<{35},{117},{253}>",387,0.530137
"<{35},{118},{139}>",211,0.289041
"<{35},{118},{143}>",303,0.415068
"<{35},{118},{144}>",248,0.339726
"<{35},{118},{245}>",260,0.356164
"<{35},{118},{253}>",298,0.408219
"<{35},{132},{143}>",202,0.276712
"<{35},{132},{253}>",201,0.275342
"<{35},{133},{143}>",236,0.323288
"<{35},{133},{253}>",235,0.321918
"<{35},{139},{143}>",262,0.358904
"<{35},{139},{245}>",213,0.291781
"<{35},{139},{253}>",237,0.324658
"<{35},{143},{144}>",313,0.428767
"<{35},{143},{245}>",344,0.471233
"<{35},{143},{246}>",264,0.361644
"<{35},{143},{253}>",438,0.600000
"<{35},{144},{245}>",251,0.343836
"<{35},{144},{253}>",300,0.410959
"<{35},{245},{246}>",206,0.282192
"<{35},{245},{253}>",359,0.491781
"<{35},{246},{253}>",308,0.421918
"<{35},{36},{117}>",272,0.372603
"<{35},{36},{118}>",216,0.295890
"<{35},{36},{143}>",313,0.428767
"<{35},{36},{144}>",222,0.304110
"<{35},{36},{245}>",267,0.365753
"<{35},{36},{253}>",330,0.452055
"<{35},{78},{117}>",222,0.304110
"<{35},{78},{143}>",248,0.339726
"<{35},{78},{253}>",266,0.364384
"<{35},{78},{79}>",219,0.300000
"<{35},{79},{143}>",215,0.294521
"<{35},{79},{253}>",231,0.316438
"<{36},{110},{117}>",227,0.310959
"<{36},{110},{139}>",214,0.293151
"<{36},{110},{143}>",244,0.334247
"<{36},{110},{245}>",203,0.278082
"<{36},{110},{253}>",231,0.316438
"<{36},{113},{143}>",204,0.279452
"<{36},{113},{253}>",204,0.279452
"<{36},{117},{118}>",253,0.346575
"<{36},{117},{139}>",214,0.293151
"<{36},{117},{143}>",355,0.486301
"<{36},{117},{144}>",246,0.336986
"<{36},{117},{245}>",271,0.371233
"<{36},{117},{246}>",200,0.273973
"<{36},{117},{253}>",335,0.458904
"<{36},{118},{143}>",273,0.373973
"<{36},{118},{144}>",229,0.313699
"<{36},{118},{245}>",231,0.316438
"<{36},{118},{253}>",261,0.357534
"<{36},{133},{143}>",205,0.280822
"<{36},{133},{253}>",203,0.278082
"<{36},{139},{143}>",236,0.323288
"<{36},{139},{253}>",215,0.294521
"<{36},{143},{144}>",288,0.394521
"<{36},{143},{245}>",317,0.434247
"<{36},{143},{246}>",226,0.309589
"<{36},{143},{253}>",391,0.535616
"<{36},{144},{245}>",232,0.317808
"<{36},{144},{253}>",274,0.375342
"<{36},{245},{253}>",326,0.446575
"<{36},{246},{253}>",255,0.349315
"<{36},{78},{143}>",212,0.290411
"<{36},{78},{253}>",220,0.301370
"<{37},{143},{253}>",205,0.280822
"<{4},{117},{143}>",215,0.294521
"<{4},{117},{253}>",219,0.300000
"<{4},{143},{245}>",215,0.294521
"<{4},{143},{253}>",273,0.373973
"<{4},{144},{253}>",205,0.280822
"<{4},{245},{253}>",249,0.341096
"<{4},{8},{253}>",202,0.276712
"<{41},{143},{253}>",233,0.319178
"<{41},{245},{253}>",209,0.286301
"<{44},{143},{253}>",203,0.278082
"<{45},{143},{253}>",200,0.273973
"<{5},{143},{253}>",229,0.313699
"<{5},{245},{253}>",209,0.286301
"<{53},{143},{253}>",224,0.306849
"<{53},{245},{253}>",206,0.282192
"<{78},{117},{143}>",269,0.368493
"<{78},{117},{253}>",265,0.363014
"<{78},{143},{245}>",207,0.283562
"<{78},{143},{253}>",302,0.413699
"<{78},{245},{253}>",223,0.305479
"<{78},{246},{253}>",214,0.293151
"<{78},{79},{117}>",221,0.302740
"<{78},{79},{143}>",243,0.332877
"<{78},{79},{253}>",258,0.353425
"<{79},{117},{143}>",249,0.341096
"<{79},{117},{253}>",243,0.332877
"<{79},{143},{253}>",273,0.373973
"<{79},{245},{253}>",201,0.275342
"<{8},{1},{143}>",242,0.331507
"<{8},{1},{245}>",216,0.295890
"<{8},{1},{253}>",263,0.360274
"<{8},{10},{117}>",260,0.356164
"<{8},{10},{143}>",289,0.395890
"<{8},{10},{17}>",210,0.287671
"<{8},{10},{245}>",257,0.352055
"<{8},{10},{253}>",330,0.452055
"<{8},{10},{26}>",200,0.273973
"<{8},{10},{35}>",219,0.300000
"<{8},{11},{117}>",208,0.284932
"<{8},{11},{143}>",240,0.328767
"<{8},{11},{245}>",227,0.310959
"<{8},{11},{253}>",297,0.406849
"<{8},{110},{117}>",274,0.375342
"<{8},{110},{118}>",233,0.319178
"<{8},{110},{139}>",246,0.336986
"<{8},{110},{143}>",283,0.387671
"<{8},{110},{144}>",208,0.284932
"<{8},{110},{245}>",245,0.335616
"<{8},{110},{253}>",276,0.378082
"<{8},{113},{117}>",238,0.326027
"<{8},{113},{133}>",210,0.287671
"<{8},{113},{143}>",252,0.345205
"<{8},{113},{253}>",260,0.356164
"<{8},{117},{118}>",314,0.430137
"<{8},{117},{133}>",236,0.323288
"<{8},{117},{139}>",248,0.339726
"<{8},{117},{143}>",433,0.593151
"<{8},{117},{144}>",291,0.398630
"<{8},{117},{245}>",343,0.469863
"<{8},{117},{246}>",271,0.371233
"<{8},{117},{253}>",431,0.590411
"<{8},{118},{139}>",216,0.295890
"<{8},{118},{143}>",323,0.442466
"<{8},{118},{144}>",269,0.368493
"<{8},{118},{245}>",283,0.387671
"<{8},{118},{246}>",213,0.291781
"<{8},{118},{253}>",327,0.447945
"<{8},{12},{253}>",210,0.287671
"<{8},{13},{117}>",203,0.278082
"<{8},{13},{143}>",241,0.330137
"<{8},{13},{245}>",238,0.326027
"<{8},{13},{253}>",297,0.406849
"<{8},{132},{143}>",228,0.312329
"<{8},{132},{253}>",232,0.317808
"<{8},{133},{143}>",258,0.353425
"<{8},{133},{253}>",263,0.360274
"<{8},{139},{143}>",269,0.368493
"<{8},{139},{144}>",202,0.276712
"<{8},{139},{245}>",222,0.304110
"<{8},{139},{253}>",243,0.332877
"<{8},{14},{143}>",205,0.280822
"<{8},{14},{253}>",257,0.352055
"<{8},{143},{144}>",343,0.469863
"<{8},{143},{149}>",204,0.279452
"<{8},{143},{245}>",381,0.521918
"<{8},{143},{246}>",296,0.405479
"<{8},{143},{253}>",479,0.656164
"<{8},{144},{245}>",281,0.384932
"<{8},{144},{246}>",220,0.301370
"<{8},{144},{253}>",337,0.461644
"<{8},{15},{253}>",237,0.324658
"<{8},{16},{253}>",217,0.297260
"<{8},{17},{110}>",231,0.316438
"<{8},{17},{113}>",224,0.306849
"<{8},{17},{117}>",365,0.500000
"<{8},{17},{118}>",259,0.354795
"<{8},{17},{133}>",226,0.309589
"<{8},{17},{139}>",202,0.276712
"<{8},{17},{143}>",399,0.546575
"<{8},{17},{144}>",271,0.371233
"<{8},{17},{18}>",306,0.419178
"<{8},{17},{19}>",219,0.300000
"<{8},{17},{20}>",218,0.298630
"<{8},{17},{22}>",255,0.349315
"<{8},{17},{23}>",226,0.309589
"<{8},{17},{245}>",350,0.479452
"<{8},{17},{246}>",267,0.365753
"<{8},{17},{253}>",437,0.598630
"<{8},{17},{26}>",332,0.454795
"<{8},{17},{27}>",255,0.349315
"<{8},{17},{28}>",213,0.291781
"<{8},{17},{31}>",232,0.317808
"<{8},{17},{35}>",338,0.463014
"<{8},{17},{36}>",274,0.375342
"<{8},{17},{78}>",245,0.335616
"<{8},{17},{79}>",218,0.298630
"<{8},{18},{117}>",264,0.361644
"<{8},{18},{118}>",204,0.279452
"<{8},{18},{143}>",299,0.409589
"<{8},{18},{144}>",219,0.300000
"<{8},{18},{245}>",270,0.369863
"<{8},{18},{246}>",206,0.282192
"<{8},{18},{253}>",343,0.469863
"<{8},{18},{26}>",214,0.293151
"<{8},{18},{27}>",203,0.278082
"<{8},{18},{35}>",222,0.304110
"<{8},{19},{253}>",255,0.349315
"<{8},{20},{253}>",255,0.349315
"<{8},{22},{117}>",215,0.294521
"<{8},{22},{143}>",255,0.349315
"<{8},{22},{245}>",237,0.324658
"<{8},{22},{253}>",318,0.435616
"<{8},{22},{26}>",216,0.295890
"<{8},{23},{253}>",271,0.371233
"<{8},{24},{253}>",206,0.282192
